index,id,car_year,brand,brand_cod,model,model_cod,version,engine,engine_power,doors,km,fuel_type,fuel_type_cod,traction_control,traction_control_cod,passenger_capacity,transmission,transmission_cod,usd_price,is_car_shop,seller_country,seller_state,seller_city,Latitude,longitude
732,MLA1779914120,2016,Volkswagen,7,Up!,47,1.0 Cross Up!,1.0,75.0,5,85000,Nafta,4,Delantera,2,5.0,Manual,2,10800.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
733,MLA1773087636,2018,Volkswagen,7,Up!,47,1.0 High Up! 75cv I-motion,1.0,75.0,3,70000,Nafta,4,Delantera,2,5.0,Automática,0,11900.0,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
734,MLA1425193351,2014,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,114500,Nafta,4,Delantera,2,5.0,Manual,2,10000.0,0,Argentina,Buenos Aires,Hurlingham,-34.5933423,-58.6378405
735,MLA1427404575,2018,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,108000,Nafta,4,Delantera,2,5.0,Manual,2,12000.0,0,Argentina,Buenos Aires,Lanús,-34.7033363,-58.3953235
736,MLA1781325826,2019,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,22000,Nafta,4,Delantera,2,5.0,Manual,2,11800.0,0,Argentina,Buenos Aires,Pilar,-34.4570918,-58.9141609
737,MLA1426557553,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,125500,Nafta,4,Delantera,2,5.0,Manual,2,10500.0,0,Argentina,Buenos Aires,Miramar,-38.2704349,-57.8387997
738,MLA1768884010,2019,Volkswagen,7,Up!,47,1.0 High Up! 3 p,1.0,75.0,3,27000,Nafta,4,Delantera,2,5.0,Manual,2,13000.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
739,MLA1754701774,2015,Volkswagen,7,Up!,47,UP HIGH 1.0 3P,1.0,75.0,4,76000,Nafta,4,Delantera,2,5.0,Manual,2,7808.764940239043,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
740,MLA1759648568,2017,Volkswagen,7,Up!,47,1.0 Move Up! 75cv,1.0,75.0,3,60200,Nafta,4,Delantera,2,5.0,Manual,2,11000.0,0,Argentina,Neuquén,Neuquén,-38.9519679,-68.0591741
741,MLA1762480578,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 5 p,1.0,75.0,5,222573,Nafta,4,Delantera,2,5.0,Manual,2,4661.354581673307,0,Argentina,Buenos Aires,Vicente López,-34.5244484,-58.5036282
742,MLA1427195067,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,115000,Nafta,4,Delantera,2,5.0,Manual,2,6533.86454183267,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
743,MLA1423837975,2019,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,60000,Nafta,4,Delantera,2,5.0,Manual,2,7888.446215139442,0,Argentina,Buenos Aires,La Matanza,-34.8195526,-58.1975499
744,MLA1778974786,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,31500,Nafta,4,Delantera,2,5.0,Manual,2,8087.649402390438,0,Argentina,Córdoba,Tercero Arriba,-32.3739626,-63.74736931227308
745,MLA1778137798,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv I-motion 5 p,1.0,75.0,5,98500,Nafta,4,Delantera,2,5.0,Automática,0,10300.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
746,MLA1762497682,2017,Volkswagen,7,Up!,47,1.0 High Up! 75cv I-motion 5 p,1.0,75.0,5,73000,Nafta,4,Delantera,2,5.0,Automática,0,11300.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
747,MLA1778239534,2017,Volkswagen,7,Up!,47,1.0 High Up! 75cv I-motion 5 p,1.0,75.0,5,120000,Nafta,4,Delantera,2,5.0,Automática,0,9482.07171314741,0,Argentina,Neuquén,San Martin de los Andes,-40.1568306,-71.352631
748,MLA1754692088,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 3 p,1.0,75.0,3,80000,Nafta,4,Delantera,2,5.0,Manual,2,8900.0,0,Argentina,Buenos Aires,Berazategui,-34.7632677,-58.2116604
749,MLA1766015830,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,173300,Nafta,4,Delantera,2,5.0,Manual,2,7800.0,0,Argentina,Mendoza,Maipú,-32.9836929,-68.7879502
750,MLA1758301322,2018,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,95000,Nafta,4,Delantera,2,5.0,Manual,2,11500.0,0,Argentina,Buenos Aires,Tres de febrero,-34.5718841,-58.4251892
751,MLA1425180761,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 3 p,1.0,75.0,3,80000,Nafta,4,Delantera,2,5.0,Manual,2,8500.0,0,Argentina,Buenos Aires,Quilmes,-34.7303025,-58.268868
752,MLA1423031963,2014,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,168000,Nafta,4,Delantera,2,5.0,Manual,2,8500.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
753,MLA1762480542,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 5 p,1.0,75.0,5,222573,Nafta,4,Delantera,2,5.0,Manual,2,4621.5139442231075,0,Argentina,Buenos Aires,Vicente López,-34.5244484,-58.5036282
754,MLA1425263761,2017,Volkswagen,7,Up!,47,1.0 Move,1.0,75.0,5,45321,Nafta,4,Delantera,2,5.0,Manual,2,9950.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
755,MLA1426071031,2016,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,55000,Nafta,4,Delantera,2,5.0,Manual,2,9899.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
756,MLA1423349239,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,72000,Nafta,4,Delantera,2,5.0,Manual,2,7171.314741035857,0,Argentina,Buenos Aires,Mar de Ajo,-36.7212921,-56.6776091
757,MLA1412943573,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,77000,Nafta,4,Delantera,2,5.0,Manual,2,9163.346613545817,1,Argentina,Buenos Aires,Bahía Blanca,-38.7176522,-62.2654871
758,MLA1774484564,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,125000,Nafta,4,Delantera,2,5.0,Manual,2,7330.677290836654,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
759,MLA1426632293,2017,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,38600,Nafta,4,Delantera,2,5.0,Manual,2,11952.191235059761,0,Argentina,Córdoba,Alta Gracia,-31.6579113,-64.4338499
760,MLA1426572223,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,122000,Nafta,4,Delantera,2,5.0,Manual,2,5737.051792828685,0,Argentina,Buenos Aires,Vicente López,-34.5244484,-58.5036282
761,MLA1427482513,2016,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,61000,Nafta,4,Delantera,2,5.0,Manual,2,7788.844621513944,0,Argentina,Mendoza,Godoy Cruz,-32.9283499,-68.9050558
762,MLA1427473901,2017,Volkswagen,7,Up!,47,Take UP! 5 puertas,1.0,75.0,5,73000,Nafta,4,Delantera,2,5.0,Manual,2,9500.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
763,MLA1781348678,2017,Volkswagen,7,Up!,47,1.0 Move Up! 75cv,1.0,75.0,3,79000,Nafta,4,Delantera,2,5.0,Manual,2,8756.892430278884,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
764,MLA1781355720,2016,Volkswagen,7,Up!,47,1.0 Move Up! 75cv I-motion 5 p,1.0,75.0,5,79000,Nafta,4,Delantera,2,5.0,Automática,0,8756.892430278884,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
765,MLA1427204499,2015,Volkswagen,7,Up!,47,1.0 MOVE UP!,1.0,75.0,3,79185,Nafta,4,4x2,0,5.0,Manual,2,7195.219123505976,1,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
766,MLA1776607086,2015,Volkswagen,7,Up!,47,1.0 MOVE UP!,1.0,75.0,3,63647,Nafta,4,4x2,0,5.0,Manual,2,7434.262948207172,1,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
767,MLA1426814911,2015,Volkswagen,7,Up!,47,1.0 MOVE UP!,1.0,75.0,5,55539,Nafta,4,4x2,0,5.0,Manual,2,7649.402390438247,1,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
768,MLA1427231301,2018,Volkswagen,7,Up!,47,1.0 High Up Mt,1.0,75.0,5,99793,Nafta,4,4x2,0,5.0,Manual,2,8517.92828685259,1,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
769,MLA1755888030,2018,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,79000,Nafta,4,Delantera,2,5.0,Manual,2,11944.14342629482,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
770,MLA1749204224,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,86000,Nafta,4,Delantera,2,5.0,Manual,2,8207.171314741036,0,Argentina,Buenos Aires,Berazategui,-34.7632677,-58.2116604
771,MLA1426883777,2016,Volkswagen,7,Up!,47,1.0 HIGH UP! I-MOTION,1.0,75.0,5,54059,Nafta,4,4x2,0,5.0,Automática,0,8454.18326693227,1,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
772,MLA1757282592,2018,Volkswagen,7,Up!,47,1.0 MOVE MT,1.0,75.0,5,23000,Nafta,4,4x2,0,5.0,Manual,2,9434.262948207172,1,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
773,MLA1414331919,2019,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,67000,Nafta,4,Delantera,2,5.0,Manual,2,8764.940239043824,0,Argentina,Buenos Aires,La Matanza,-34.8195526,-58.1975499
774,MLA1426485003,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,65000,Nafta,4,Delantera,2,5.0,Manual,2,9900.0,0,Argentina,Buenos Aires,Tres de febrero,-34.5718841,-58.4251892
775,MLA1755812108,2018,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,90000,Nafta,4,Delantera,2,5.0,Manual,2,13000.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
776,MLA1424791121,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,81000,Nafta,4,Delantera,2,5.0,Manual,2,7410.358565737052,0,Argentina,Buenos Aires,La Matanza,-34.8195526,-58.1975499
777,MLA1408889759,2016,Volkswagen,7,Up!,47,1.0 White Up 75cv,1.0,75.0,5,90000,Nafta,4,Delantera,2,5.0,Manual,2,8764.940239043824,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
778,MLA1768852860,2019,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,59000,Nafta,4,Delantera,2,5.0,Manual,2,10278.884462151394,1,Argentina,Buenos Aires,Avellaneda,-34.6648394,-58.3628061
779,MLA1693627500,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,78600,Nafta,4,Delantera,2,5.0,Manual,2,8501.99203187251,1,Argentina,Buenos Aires,Avellaneda,-34.6648394,-58.3628061
780,MLA1760087442,2020,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,61000,Nafta,4,Delantera,2,5.0,Manual,2,11871.713147410359,0,Argentina,Córdoba,Villa Carlos Paz,-31.4183774,-64.4936985
781,MLA1737778412,2017,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,120000,Nafta,4,Delantera,2,5.0,Manual,2,9553.78486055777,0,Argentina,Buenos Aires,Tres de febrero,-34.5718841,-58.4251892
782,MLA1425235843,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,68000,Nafta,4,Delantera,2,5.0,Manual,2,11500.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
783,MLA1426891143,2017,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,77000,Nafta,4,Delantera,2,5.0,Manual,2,4741.035856573705,0,Argentina,Buenos Aires,Avellaneda,-34.6648394,-58.3628061
784,MLA1686570348,2015,Volkswagen,7,Up!,47,1.0 White Up 75cv,1.0,75.0,5,94000,Nafta,4,Delantera,2,5.0,Manual,2,8685.258964143426,0,Argentina,Córdoba,Río Cuarto,-33.1237585,-64.3489782
785,MLA1415350097,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 5 p,1.0,75.0,5,93000,Nafta,4,Delantera,2,5.0,Manual,2,7131.474103585658,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
786,MLA1778269754,2020,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,56000,Nafta,4,Delantera,2,5.0,Manual,2,11990.0,0,Argentina,Buenos Aires,Mar del Plata,-37.4500273,-61.939304
787,MLA1425288563,2017,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,100000,Nafta,4,Delantera,2,5.0,Manual,2,12900.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
788,MLA1419791981,2016,Volkswagen,7,Up!,47,1.0 White Up 75cv,1.0,75.0,5,63000,Nafta,4,Delantera,2,5.0,Manual,2,10990.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
789,MLA1411673351,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,100000,Nafta,4,Delantera,2,5.0,Manual,2,7490.039840637451,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
790,MLA1664750510,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,120000,Nafta,4,Delantera,2,5.0,Manual,2,8366.533864541832,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
791,MLA1401956247,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,98000,Nafta,4,Delantera,2,5.0,Manual,2,6972.111553784861,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
792,MLA1764173740,2018,Volkswagen,7,Up!,47,1.0 Move Up! 75cv,1.0,75.0,3,42000,Nafta,4,Delantera,2,5.0,Manual,2,11600.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
793,MLA1741685550,2015,Volkswagen,7,Up!,47,1.0 White Up 75cv,1.0,75.0,5,175000,Nafta,4,Delantera,2,5.0,Manual,2,8366.533864541832,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
794,MLA1423255787,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 3 p,1.0,75.0,3,96000,Nafta,4,Delantera,2,5.0,Manual,2,6533.86454183267,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
795,MLA1417750939,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,95000,Nafta,4,Delantera,2,5.0,Manual,2,7968.12749003984,0,Argentina,Buenos Aires,Castelar,-34.6555638,-58.6425128
796,MLA1719324504,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,82678,Nafta,4,Delantera,2,5.0,Manual,2,8901.99203187251,1,Argentina,Buenos Aires,La Plata,-34.9206797,-57.9537638
797,MLA1406083253,2015,Volkswagen,7,Up!,47,1.0 White Up 75cv,1.0,75.0,5,81000,Nafta,4,Delantera,2,5.0,Manual,2,8087.649402390438,0,Argentina,Misiones,Posadas,-27.3664824,-55.894295
798,MLA1421252403,2017,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,84000,Nafta,4,Delantera,2,5.0,Manual,2,10482.868525896414,1,Argentina,Buenos Aires,Quilmes,-34.7303025,-58.268868
799,MLA1663707688,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,65000,Nafta,4,Delantera,2,5.0,Manual,2,11500.0,0,Argentina,Buenos Aires,Mar del Plata,-37.4500273,-61.939304
800,MLA1427853127,2016,Volkswagen,7,Up!,47,1.0 Take,1.0,75.0,3,45000,Nafta,4,Delantera,2,5.0,Manual,2,9200.0,0,Argentina,Buenos Aires,Ayacucho,-37.1527482,-58.4884187
801,MLA1775599904,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,98000,Nafta,4,Delantera,2,5.0,Manual,2,3306.772908366534,0,Argentina,Buenos Aires,Avellaneda,-34.6648394,-58.3628061
802,MLA1706090204,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,76000,Nafta,4,Delantera,2,5.0,Manual,2,11800.0,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
803,MLA1764125132,2020,Volkswagen,7,Up!,47,1.0 Take,1.0,75.0,5,47500,Nafta,4,Delantera,2,5.0,Manual,2,13500.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
804,MLA1409982075,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 3 p,1.0,75.0,3,61000,Nafta,4,Delantera,2,5.0,Manual,2,9000.0,0,Argentina,Santa Fe,Santa Fe capital,-31.6474914,-60.64285574830613
805,MLA1774605378,2016,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,85500,Nafta,4,Delantera,2,5.0,Manual,2,7721.1155378486055,0,Argentina,Buenos Aires,Tigre,-34.4226513,-58.5808967
806,MLA1427849877,2016,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,79000,Nafta,4,Delantera,2,5.0,Manual,2,8756.892430278884,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
807,MLA1773636552,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv,1.0,75.0,5,90000,Nafta,4,Delantera,2,5.0,Manual,2,8900.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
808,MLA1755829992,2018,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,79000,Nafta,4,Delantera,2,5.0,Manual,2,6693.227091633466,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
809,MLA1419318107,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,60000,Nafta,4,Delantera,2,5.0,Manual,2,9800.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
810,MLA1422939821,2016,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,63000,Nafta,4,Delantera,2,5.0,Manual,2,10500.0,0,Argentina,Buenos Aires,Lomas de Zamora,-34.7572582,-58.4026638
811,MLA1419333605,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,71500,Nafta,4,Delantera,2,5.0,Manual,2,8900.0,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
812,MLA1713643684,2015,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,129000,Nafta,4,Delantera,2,5.0,Manual,2,6772.908366533865,0,Argentina,Buenos Aires,Almirante Brown,-34.5796344,-60.9677445
813,MLA1426916953,2017,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,88000,Nafta,4,Delantera,2,5.0,Manual,2,10500.0,0,Argentina,Buenos Aires,Lanús,-34.7033363,-58.3953235
814,MLA1755817354,2018,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,79000,Nafta,4,Delantera,2,5.0,Manual,2,11944.14342629482,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
815,MLA1420126059,2018,Volkswagen,7,Up!,47,1.0 High Up! 75cv I-motion,1.0,75.0,3,66000,Nafta,4,Delantera,2,5.0,Automática,0,11500.0,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
816,MLA1755680788,2017,Volkswagen,7,Up!,47,1.0 Move Up! 75cv,1.0,75.0,3,90000,Nafta,4,Delantera,2,5.0,Manual,2,4143.426294820717,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
817,MLA1722875856,2018,Volkswagen,7,Up!,47,1.0 High Up! 5 p,1.0,75.0,5,66587,Nafta,4,Delantera,2,5.0,Manual,2,12000.0,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
818,MLA1781292860,2017,Volkswagen,7,Up!,47,1.0 Move,1.0,75.0,5,88000,Nafta,4,Delantera,2,5.0,Manual,2,9155.298804780876,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
819,MLA1422020337,2018,Volkswagen,7,Up!,47,1.0 Cross Up!,1.0,75.0,5,50000,Nafta,4,Delantera,2,5.0,Manual,2,13500.0,0,Argentina,Buenos Aires,Mar del Plata,-37.4500273,-61.939304
820,MLA1415999869,2018,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,49000,Nafta,4,Delantera,2,5.0,Manual,2,12000.0,0,Argentina,Buenos Aires,Moreno,-34.6396556,-58.7898326
821,MLA1425345199,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,98000,Nafta,4,Delantera,2,5.0,Manual,2,9000.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
822,MLA1683162510,2016,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 3 p,1.0,75.0,3,80000,Nafta,4,Delantera,2,5.0,Manual,2,9800.0,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
823,MLA1414376001,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,107000,Nafta,4,Delantera,2,5.0,Manual,2,7091.633466135459,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
824,MLA1425490227,2019,Volkswagen,7,Up!,47,1.0 High Up! 5 p,1.0,75.0,5,84500,Nafta,4,Delantera,2,5.0,Manual,2,9960.1593625498,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
825,MLA1758324040,2018,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,61410,Nafta,4,Delantera,2,5.0,Manual,2,9500.0,0,Argentina,Buenos Aires,Quilmes,-34.7303025,-58.268868
826,MLA1757346640,2019,Volkswagen,7,Up!,47,1.0 Take,1.0,75.0,5,79500,Nafta,4,Delantera,2,5.0,Manual,2,11000.0,0,Argentina,Buenos Aires,Ezeiza,-34.81681415,-58.54742335052262
827,MLA1427038825,2015,Volkswagen,7,Up!,47,1.0 Black Up! 75cv,1.0,75.0,5,90000,Nafta,4,Delantera,2,5.0,Manual,2,9500.0,0,Argentina,Buenos Aires,Tres de febrero,-34.5718841,-58.4251892
828,MLA1692079780,2018,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,67000,Nafta,4,Delantera,2,5.0,Manual,2,7968.12749003984,0,Argentina,Mendoza,Mendoza,-32.8894155,-68.8446177
829,MLA1411782261,2016,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,76000,Nafta,4,Delantera,2,5.0,Manual,2,9200.0,0,Argentina,Buenos Aires,Moreno,-34.6396556,-58.7898326
830,MLA1403798771,2017,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,70000,Nafta,4,Delantera,2,5.0,Manual,2,9960.1593625498,0,Argentina,Buenos Aires,Mar del Plata,-37.4500273,-61.939304
831,MLA1650514300,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,56000,Nafta,4,Delantera,2,5.0,Manual,2,10500.0,0,Argentina,Buenos Aires,Moreno,-34.6396556,-58.7898326
832,MLA1427753347,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,87000,Nafta,4,Delantera,2,5.0,Manual,2,9800.0,0,Argentina,Buenos Aires,Avellaneda,-34.6648394,-58.3628061
833,MLA1427724683,2018,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,5,70800,Nafta,4,Delantera,2,5.0,Manual,2,11500.0,0,Argentina,Buenos Aires,Castelar,-34.6555638,-58.6425128
834,MLA1773642404,2018,Volkswagen,7,Up!,47,1.0 Pepper 101cv,1.0,101.0,5,79000,Nafta,4,Delantera,2,5.0,Manual,2,11553.78486055777,0,Argentina,Córdoba,Córdoba,-31.4166867,-64.1834193
835,MLA1427238055,2018,Volkswagen,7,Up!,47,1.0 High Up! 5 p,1.0,75.0,5,66000,Nafta,4,Delantera,2,5.0,Manual,2,12000.0,0,Argentina,Buenos Aires,Mar del Plata,-37.4500273,-61.939304
836,MLA1767271190,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,71000,Nafta,4,Delantera,2,5.0,Manual,2,7569.721115537848,0,Argentina,Buenos Aires,Quilmes,-34.7303025,-58.268868
837,MLA1423858445,2017,Volkswagen,7,Up!,47,1.0 High Up!,1.0,75.0,3,68000,Nafta,4,Delantera,2,5.0,Manual,2,9561.752988047809,0,Argentina,Buenos Aires,San Miguel,-34.540349,-58.7157491
838,MLA1700677822,2017,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv,1.0,75.0,3,42000,Nafta,4,Delantera,2,5.0,Manual,2,7968.04780876494,0,Argentina,Capital Federal,Capital Federal,-34.6037181,-58.38153
839,MLA1685630242,2016,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 5 p,1.0,75.0,5,77300,Nafta,4,Delantera,2,5.0,Manual,2,8904.382470119523,0,Argentina,Neuquén,Neuquén,-38.9519679,-68.0591741
840,MLA1758316370,2015,Volkswagen,7,Up!,47,1.0 Move Up! 75cv 5 p,1.0,75.0,5,78000,Nafta,4,Delantera,2,5.0,Manual,2,9950.0,0,Argentina,Buenos Aires,Lomas de Zamora,-34.7572582,-58.4026638
841,MLA1670602904,2016,Volkswagen,7,Up!,47,1.0 Take Up! Aa 75cv 3 p,1.0,75.0,3,55000,Nafta,4,Delantera,2,5.0,Manual,2,7569.721115537848,0,Argentina,Córdoba,Villa María,-32.4106245,-63.2435809
842,MLA1777662186,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 5 p,1.0,75.0,5,95000,Nafta,4,Delantera,2,5.0,Manual,2,7808.764940239043,0,Argentina,Buenos Aires,Morón,-34.6510527,-58.6217416
843,MLA1734139578,2015,Volkswagen,7,Up!,47,1.0 High Up! 75cv 3 p,1.0,75.0,3,100000,Nafta,4,Delantera,2,5.0,Manual,2,9800.0,0,Argentina,Buenos Aires,San Isidro,-34.4739792,-58.5264866
844,MLA1412840763,2018,Volkswagen,7,Up!,47,1.0 Move Up! 75cv,1.0,75.0,3,80000,Nafta,4,Delantera,2,5.0,Manual,2,9960.1593625498,0,Argentina,Mendoza,San Rafael,-34.6126025,-68.330514
